"","Linf","k","t0","M","a","b","F","Mat50","Mat95","L50","L95"
"1986",28.9658286399958,0.360049919820252,-0.818630381629,0.39057146734078,5.01030448101343e-05,2.81951485113237,1.63109211487796,1.35066758656613,1.9031343234234,12.9395504821611,17.3498189053482
"1987",28.7300411765851,0.363127035614076,-0.805765192363173,0.39476546560428,5.02200383131626e-05,2.8148203845134,1.65545814817184,1.33477986119716,1.88240468271597,12.8296473940683,17.2207725965519
"1988",28.4942537131741,0.366078697270016,-0.79290000309744,0.398959463867722,5.02338533808924e-05,2.81054518973288,1.67706849926789,1.31889213582825,1.86167504200857,12.7197443059756,17.0917262877552
"1989",28.2584662497628,0.368907778545146,-0.780034813831799,0.403153462131107,5.01463896120825e-05,2.80668154765589,1.69598293811199,1.30300441045942,1.84094540130121,12.609841217883,16.962679978958
"1990",28.0226787863513,0.371617153196538,-0.767169624566245,0.407347460394436,4.99595466054917e-05,2.80322173914749,1.71226123465004,1.28711668509065,1.82021576059388,12.4999381297905,16.8336336701603
"1991",27.7868913229395,0.374209694981268,-0.754304435300777,0.411541458657711,4.96752239598787e-05,2.80015804507275,1.72596315882791,1.27122895972196,1.7994861198866,12.3900350416982,16.7045873613622
"1992",27.5511038595276,0.376688277656409,-0.741439246035391,0.415735456920933,4.92953212740022e-05,2.79748274629675,1.7371484805915,1.25534123435333,1.77875647917935,12.280131953606,16.5755410525636
"1993",27.3153163961154,0.379055774979034,-0.728574056770085,0.419929455184102,4.8821738146621e-05,2.79518812368455,1.7458769698867,1.23945350898477,1.75802683847214,12.1702288655139,16.4464947437646
"1994",27.079528932703,0.381315060706219,-0.715708867504855,0.42412345344722,4.82563741764937e-05,2.79326645810122,1.75220839665939,1.22356578361628,1.73729719776497,12.0603257774219,16.3174484349651
"1995",26.8437414692903,0.383469008595036,-0.702843678239699,0.42831745171029,4.7601393931833e-05,2.79170895369237,1.75620253085545,1.20767805824786,1.71656755705784,11.9504226893301,16.1884021261651
"1996",26.6079540058775,0.38552049240256,-0.689978488974613,0.43251144997331,4.68600218586662e-05,2.79050250772573,1.75791914242078,1.19179033287951,1.69583791635074,11.8405196012383,16.0593558173647
"1997",26.3721665424645,0.387472385885865,-0.677113299709596,0.436705448236284,4.60357473724749e-05,2.78963294074955,1.75741800130126,1.17590260751122,1.67510827564368,11.7306165131467,15.9303095085638
"1998",26.1363790790513,0.389327562802024,-0.664248110444644,0.440899446499213,4.51320598887401e-05,2.78908607331209,1.75475887744278,1.160014882143,1.65437863493666,11.6207134250552,15.8012631997625
"1999",25.9005916156378,0.391089267420897,-0.651382921179753,0.445093444762097,4.41526550127342e-05,2.78884688809688,1.7500105366122,1.14412715677484,1.63364899422968,11.5108103369639,15.6722168909608
"2000",25.6648041522242,0.392762226063484,-0.63851773191492,0.449287443024939,4.31020531088933e-05,2.78889701632848,1.74327772786027,1.12823943140675,1.61291935352272,11.4009072488726,15.5431705821586
"2001",25.4290166888105,0.394351827047126,-0.625652542650139,0.453481441287741,4.19851464629251e-05,2.78921657790678,1.7346814323537,1.11235170603871,1.59218971281581,11.2910041607815,15.4141242733559
"2002",25.1932292253966,0.395864870460103,-0.612787353385406,0.457675439550508,4.08076317560772e-05,2.78978242402154,1.72437777480397,1.09646398067074,1.57146007210892,11.1811010726905,15.2850779645529
"2003",24.9574417619825,0.397309431221182,-0.599922164120713,0.461869437813242,3.95759372795477e-05,2.79056843292104,1.71255490967646,1.08057625530282,1.55073043140207,11.0711979845996,15.1560316557495
"2004",24.7216542985683,0.398693968393176,-0.587056974856055,0.466063436075948,3.82967151210846e-05,2.79154757344272,1.69940718980125,1.06468852993495,1.53000079069524,10.9612948965088,15.0269853469456
"2005",24.485866835154,0.400027568667223,-0.574191785591425,0.470257434338631,3.69769929026141e-05,2.79269128841803,1.68512896800843,1.04880080456712,1.50927114998844,10.8513918084181,14.8979390381414
"2006",24.2500793717397,0.401319756855651,-0.561326596326816,0.474451432601293,3.56240703619337e-05,2.79396991491909,1.66991459712812,1.03291307919934,1.48854150928165,10.7414887203274,14.7688927293369
"2007",24.0142919083252,0.402580061528156,-0.548461407062221,0.47864543086394,3.42452705545854e-05,2.79535369526493,1.65395842999039,1.01702535383158,1.46781186857489,10.6315856322369,14.639846420532
"2008",23.7785044449108,0.403817523293919,-0.535596217797633,0.482839429126575,3.28476551308957e-05,2.79681393401055,1.63745481942534,1.00113762846386,1.44708222786815,10.5216825441465,14.5108001117267
"2009",23.5427169814963,0.405040137732245,-0.522731028533049,0.487033427389203,3.14376990522827e-05,2.79832431975697,1.62059163150305,0.985249903096158,1.42635258716141,10.4117794560562,14.3817538029212
"2010",23.3069295180817,0.406254224885499,-0.509865839268465,0.491227425651826,3.0020920015097e-05,2.79986243100995,1.60352135140245,0.969362177728472,1.40562294645469,10.3018763679659,14.2527074941153
"2011",23.0711420546672,0.407464246107774,-0.497000650003882,0.495421423914447,2.8601457902357e-05,2.8014114451034,1.58635224213824,0.953474452360797,1.38489330574797,10.1919732798757,14.1236611853092
"2012",22.8353545912527,0.408673589674885,-0.484135460739298,0.499615422177068,2.71815998055978e-05,2.80296206830197,1.56916666134676,0.937586726993128,1.36416366504125,10.0820701917856,13.9946148765028
"2013",22.5995671278381,0.409882933241997,-0.471270271474714,0.503809420439688,2.57617417088387e-05,2.80451269150053,1.55198108055528,0.921699001625461,1.34343402433454,9.97216710369556,13.8655685676961
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
