#True quantities 
# 
#recruitment 
NA 59742.3 59750.89 59725.96 59706.33 59827.54 59721.32 59687.83 59703.39 59692.8 59846.55 59651.02 59757.82 59703.27 59745.72 59625.12 59687.38 59719.01 59633.47 59657.09 59632.98 59657.6 59668.7 59694.34 59699.37 59671.76 59663.46 59704.98 59663.02 59768.12 59709.23 59698.74 59751.28 59660.8 59651.12 59562.18 59691.36 59639.1 59733.75 59651.34 59662.55 59614.01 59730.72 59598.95 59870.69 59660.43 59692.04 59614.01 59662.22 59663.67 59632.88 59745.32 59652.46 59537.49 59611.56 59571.23 59657.12 59560.64 59501.01 59556.37 59503.18 59552.74 59548.27 59540.38 59447.25 59489.18 59473.61 59525.43 59411.83 59341.13 59539.84 77153.94 56038.66 83741.35 138515.1 133902.8 139799.1 270672.3 488177.1 632555.8 746437.8 1042828 1305103 1376168 994466.9 1048270 947733.2 1032248 992307.1 1023557 1123414 1181983 1258905 1353187 1498499 1335597 1249467 1311691 1312532 1303578 
NA 59724.4 59724.92 59724.45 59677.65 59784.58 59676.82 59565.71 59664.85 59737.05 59682.57 59707.23 59692.27 59656.13 59716.25 59618.41 59711 59589.73 59726.96 59684.52 59782.9 59688.75 59673.96 59728.56 59711.38 59678.57 59741.03 59674.45 59707.44 59741.16 59762.62 59693.46 59638.02 59717.72 59664.26 59530.09 59724.07 59766.6 59744.12 59697.59 59773.49 59688.7 59788.42 59679.12 59632.15 59803.64 59697.8 59710.07 59707.66 59696.42 59690.67 59599.1 59647.52 59528.31 59616.54 59704.7 59474.47 59664.77 59511.27 59680.81 59605.56 59535.46 59416.64 59580.02 59522.8 59508.19 59504.67 59481.53 59466.2 59512.49 59556.37 77116.37 56006.76 83449.09 138472.6 133810.1 139776.8 271059.9 488940.2 632922.5 748365 1044377 1302296 1375679 992976 1049893 946442.7 1033219 993468.9 1022913 1123097 1175399 1260832 1355425 1501021 1335012 1250082 1313446 1312940 1282671 
NA 59724.56 59819.7 59746.11 59633.26 59722.11 59688.46 59693.52 59714.88 59653.86 59768.87 59733.25 59691.7 59688.88 59691.19 59836.16 59687.8 59773 59573.01 59772.51 59724.95 59716.54 59670.99 59708.05 59592.35 59604.75 59737.98 59774.05 59608.55 59728.55 59746.36 59693.7 59740.56 59705.19 59572 59752.39 59607.48 59691.7 59707.63 59686.62 59764 59635.69 59674.82 59628.51 59642.01 59692.33 59709.06 59777.1 59625.99 59638.2 59705.31 59682.19 59632.77 59634.83 59537.94 59543.85 59562.34 59689.09 59551.19 59518.85 59527.22 59631.41 59505.61 59421.78 59404.83 59431.92 59496.14 59402.02 59338.24 59353.38 59424.38 77133.38 55979.93 83624.62 138619.6 133710.1 139926 270513.4 488487.8 632901.8 749802.4 1043708 1301325 1374679 991060.5 1048355 948573.5 1032677 992054.7 1023910 1124097 1178389 1261011 1354430 1499906 1337201 1247023 1314956 1314212 1313059 
NA 59701.5 59693.12 59681.7 59671.29 59666.76 59732.4 59803.55 59728.34 59751.03 59771.7 59692.58 59683.11 59686.94 59725.32 59722.56 59668.34 59688.8 59736.39 59715.04 59671.86 59790.5 59662.97 59732.23 59653.88 59659.95 59817.31 59790.52 59699.14 59738.44 59608.07 59647.61 59676.09 59758.71 59715.7 59687.29 59655.07 59727.51 59700.38 59712.25 59669.98 59721.07 59670.56 59759.69 59576.06 59675.91 59681.22 59678.33 59667.55 59651.22 59675.7 59644.57 59569.82 59656.51 59606.86 59642.35 59594.92 59546.54 59508.23 59477.08 59585.58 59501.34 59535.33 59445.4 59503.55 59455.38 59525.46 59460.54 59533.24 59454.36 59535.53 77013.7 56059.21 83703.04 138359.7 134119.1 139957.2 270798.8 488027.2 631033 747215.3 1043453 1302293 1377848 992160.8 1047855 947456.3 1033688 994652.2 1022732 1123164 1178124 1257814 1356192 1501707 1336855 1248865 1311666 1314369 1314072 
NA 59768.76 59727.09 59741.5 59763.16 59621.22 59713.28 59720.55 59723.06 59759.75 59592.23 59728.85 59769.38 59707.72 59715.62 59716.95 59721.35 59632.47 59677.76 59688.35 59770.29 59709.72 59754.21 59730.05 59840.69 59684.73 59671.34 59679.82 59748.71 59632.12 59713.73 59736.2 59619.35 59726.37 59603.83 59657.87 59643.04 59706.67 59701.09 59619.24 59674.26 59642.05 59710.33 59664.51 59829.44 59659.36 59663.99 59662.99 59557.16 59648.42 59687.57 59665.19 59664.64 59700.69 59688.05 59681.59 59562.15 59603.98 59555.15 59472.19 59539.12 59502.19 59496.36 59528.41 59565.55 59705.53 59389.26 59490.09 59413.21 59453.94 59496.38 77070.04 55997.03 83540.95 138724.8 133719.1 139549.8 270993.3 487410 632122.1 747117.3 1043951 1300575 1373498 994680.7 1047845 948679.6 1031700 992421.1 1022489 1121501 1179046 1259352 1352446 1500961 1336295 1247596 1312506 1314337 1312078 
NA 59742.32 59847.35 59775.89 59627.95 59653.43 59702.71 59757.99 59682.79 59622.99 59608.81 59621.23 59514.89 59704.31 59679.14 59699.27 59638.72 59700.36 59849.24 59775.33 59719.36 59796.36 59683.54 59644.15 59783.71 59769.98 59696.23 59692.92 59706.57 59675.97 59799.04 59658.42 59760.86 59588.78 59699.34 59704.12 59774.2 59732.96 59661.28 59673.83 59695.77 59731.35 59797.8 59832.73 59769.42 59643.96 59730.61 59729.81 59841.84 59627.57 59621.95 59597.74 59587.75 59748.16 59658.59 59608.28 59575.31 59561.1 59563.83 59521.85 59555.58 59566.94 59461.23 59550.81 59491.74 59468.6 59444.15 59594.55 59396.78 59420.28 59322.83 77150.77 56043.04 83562.14 138631.5 133838.8 139733.5 271020.5 487995.3 632084.3 748449.7 1046099 1301579 1377095 992503.4 1048696 948091.9 1032951 993147.5 1024011 1121753 1177809 1261029 1354119 1498512 1337954 1250528 1314333 1313844 1286255 
NA 59769.69 59726.52 59729.92 59707.43 59702.39 59854.4 59755.16 59623.63 59644.53 59649.47 59736.87 59764.63 59724.54 59815 59718.21 59729.31 59550.48 59699.84 59631.44 59571.36 59805.5 59700.37 59822.33 59589.34 59747.41 59776.19 59730.91 59744.02 59720.43 59701.67 59652.52 59790.08 59598.57 59702.6 59650.07 59796.1 59615.05 59794.51 59757.95 59657.03 59770.41 59665.3 59757.92 59679.81 59725.52 59626.36 59688.5 59717.32 59710.95 59692.41 59758.73 59635.73 59613.57 59703.76 59562.96 59496.57 59605.15 59581.2 59542.8 59516.1 59598.45 59565.23 59565.39 59467.92 59442.4 59542.27 59518.41 59499.37 59453.99 59430.34 77080.28 56090.36 83598.49 138452.6 133938.9 139713.7 270891.8 487857.6 631425.8 747751.1 1043857 1302741 1375028 993467.4 1048028 947032.6 1032754 992860.4 1022568 1123082 1177235 1258039 1351362 1500513 1335339 1246807 1313826 1311577 1284356 
NA 59748.41 59802.61 59659.34 59654.17 59688.51 59685.14 59654.32 59637.88 59682.07 59615.12 59708.97 59636.83 59785.75 59766.9 59629.19 59752.96 59766.25 59804.32 59617.34 59735.26 59732.77 59799.53 59742.45 59646.18 59665.8 59673.6 59659.97 59808.66 59700.95 59669.81 59726.6 59752.64 59622.63 59763.67 59842.73 59710.54 59660.17 59702.16 59664.54 59684.15 59784.82 59647.16 59624.13 59634.97 59574.94 59670.41 59723.72 59675.77 59698.7 59726.77 59643.95 59698.42 59769.33 59520.02 59646.93 59655.66 59637.79 59605.09 59607.52 59625.3 59561.06 59455.36 59476.37 59562.55 59505.98 59493.39 59434.47 59498.27 59385.24 59469.74 77332.11 55952.45 83520.3 138738.2 133744.4 139684.9 270774.9 487939.2 631961.8 746601.1 1043289 1301073 1376155 994085.1 1047762 946604.7 1030553 991044.7 1023149 1123528 1179506 1259714 1354952 1500855 1337784 1248609 1312817 1314131 1294547 
NA 59804.95 59635.69 59717.4 59767.22 59702.85 59623.61 59832.12 59710.34 59667.25 59794.86 59693.86 59734.65 59753.35 59772.97 59510.83 59656.42 59722.75 59688.89 59612.56 59685.46 59729.24 59632.41 59655.32 59673.65 59762.41 59740.83 59719.25 59762.46 59648.8 59608.93 59714.74 59677.98 59721.79 59662.32 59828.8 59676.39 59805.82 59633.99 59513.5 59639.49 59726.66 59711.78 59669.74 59642.06 59688.81 59646.37 59680.05 59629.79 59613.12 59676.77 59638.96 59664.44 59659.91 59535.63 59643.38 59621.55 59675.6 59639.03 59658.56 59568.11 59566.16 59509.68 59498.06 59446.85 59484.4 59506.93 59430.08 59480.62 59475.28 59546.02 77143.65 56044.92 83619.46 138855.4 133729.2 139807 270980.5 488493.9 633212.9 746646.5 1043096 1300574 1376703 994558.4 1049814 949570.3 1031512 994907.4 1022591 1122639 1176870 1256500 1354397 1499741 1337814 1249091 1313089 1314214 1283583 
NA 59709.99 59720.84 59720.76 59801.47 59802.25 59743.9 59640.74 59659.72 59743.48 59735.52 59596.97 59692.08 59645.22 59659.18 59720.69 59581.71 59648.96 59690.25 59809.48 59723.95 59603.32 59656.7 59732.33 59732.08 59736.08 59667.25 59683.3 59731.73 59683.38 59678.62 59669.18 59581.45 59764.54 59754.58 59636.35 59771.43 59692.39 59737.88 59656.72 59541.29 59766.62 59589.7 59771.46 59745.77 59718.27 59691.58 59684.88 59713.61 59560.91 59612.26 59597.14 59742.73 59644.76 59609.95 59579.09 59695.52 59561.24 59543.97 59489.76 59537.22 59566.16 59526.85 59545.87 59505.96 59504.93 59398.15 59450.21 59507.47 59394.81 59469.45 77082.45 56028.72 83287.32 138748.4 133848.7 139985.2 270316.9 488070.8 633400.1 749464.2 1044527 1302128 1375374 991671.1 1048542 948873.9 1031873 993726.7 1020982 1121929 1176710 1258033 1354929 1496719 1338925 1248366 1313475 1311094 1286167 
