#True quantities 
# 
#true Catch 
NA 9691.067 7724.619 6339.707 5599.918 5018.597 4664.862 4469.393 4360.643 4262.997 4275.253 4297.677 4185.541 4235.55 4217.355 4200.986 4228.098 4163.632 4159.206 4183.65 4177.674 4189.506 4204.353 4231.844 4227.262 4250.995 4174.31 4142.579 4227.668 4230.016 4187.641 4216.904 4197.068 4241.521 4177.498 4199.325 4215.668 4217.363 4226.983 4188.255 4154.935 5116.752 5810.479 6291.193 6732.848 6873.655 7006.523 7134.374 7079.248 7209.4 7155.819 7330.546 7408.104 7367.67 7434.089 7280.315 7462.603 7338.981 7281.673 7284.393 7215.53 7257.272 7180.893 7100.628 6986.712 6959.759 6616.061 6811.721 6991.448 7268.103 8361.822 10072.79 12537.52 15462.26 17913.53 25955.44 37016.18 45969.59 54426.98 77575.08 102009.4 111295.5 96257.49 88584.89 86414.59 85801.52 85761.61 88935.29 93018.51 98537.94 104392.2 117040.1 123038.2 116276.5 102617.2 97701.68 0.9399297 
NA 9609.063 7793.899 6380.136 5567.643 5097.904 4657.421 4459.533 4430.259 4255.909 4230.963 4288.438 4226.607 4198.955 4161.716 4201.264 4176.204 4175.916 4238.806 4161.423 4215.547 4237.791 4224.138 4194.76 4316.418 4253.993 4154.447 4240.643 4230.267 4100.447 4189.7 4185.697 4257.195 4181.435 4158.062 4219.965 4171.803 4201.14 4197.425 4227.247 4240.223 5040.673 5830.68 6438.027 6628.812 6861.093 6993.19 7102.739 7070.132 7258.541 7211.935 7258.804 7379.371 7400.655 7366.531 7322.167 7402.055 7325.376 7353.629 7396.03 7255.538 7273.733 7176.957 7046.582 6982.158 6985.453 6671.114 6837.939 6941.728 7189.432 8371.387 9977.806 12612.96 15357.98 17963.02 26103.91 37003.35 45780.65 54759.49 77373.64 103061.7 110261.2 96276.72 88852.79 85935.86 86840.46 85182.55 89459.35 93008.18 98194.31 103816 116748.2 123735.7 116361 101678.7 97517.91 0.9412415 
NA 9646.565 7808.986 6446.853 5485.742 5041.25 4691.185 4554.836 4413.304 4299.686 4222.228 4231.223 4217.778 4196.642 4216.587 4218.086 4129.139 4223.786 4192.194 4261.918 4196.854 4179.01 4176.666 4248.808 4200.709 4140 4224.577 4258.219 4209.348 4249.739 4118.693 4194.903 4229.726 4203.607 4187.229 4168.445 4193.24 4211.967 4236.402 4148.643 4191.493 5084.105 5873.176 6402.279 6656.907 6941.836 6957.745 7042.94 7174.844 7210.954 7265.845 7279.017 7320.386 7342.371 7395.851 7372.198 7474.402 7365.851 7370.091 7344.879 7309.603 7182.864 7160.931 7088.583 7070.215 6855.3 6624.953 6855.474 7000.49 7174.437 8360.172 10185.85 12525.84 15337.76 18048.47 25853.48 37246.12 45932.29 54337.66 78128.88 102592.4 110627.2 96082.02 88893.15 86459.21 86464.77 85632.45 89025.05 92982.33 97989.95 104152.5 116212.7 123565.3 117096.3 102498.8 97346.17 0.9422189 
NA 9501.642 7878.779 6340.389 5609.735 5038.64 4605.704 4472.368 4376.629 4280.885 4274.224 4243.733 4212.95 4241.692 4172.424 4210.4 4253.457 4204.117 4152.892 4207.408 4238.293 4167.676 4188.204 4151.153 4174.62 4218.249 4210.134 4207.293 4186.028 4142.013 4210.568 4215.773 4222.549 4228.375 4228.084 4172.588 4202.799 4182.925 4239.989 4200.255 4235.824 5069.252 5853.049 6342.219 6660.234 6757.598 7043.065 6986.049 7205.02 7308.888 7144.931 7406.878 7275.478 7335.097 7406.872 7428.995 7415.424 7274.04 7367.944 7270.341 7262.245 7254.434 7123.524 7167.862 6931.668 6958.086 6571.757 6860.064 6880.535 7172.863 8468.9 10095.92 12569.36 15394.63 17887.2 25813.22 37442.27 45708.29 54559.39 78160.96 102281.2 111448 96284.39 87812.21 86399.11 86471 85154.43 89040.72 92993.81 97545.3 104462.2 115867.1 123785.3 116129 103026.2 97453.55 0.9396226 
NA 9651.984 7760.401 6417.124 5543.707 4976.759 4800.663 4537.615 4334.037 4229.922 4196.576 4205.869 4270.837 4207.141 4280.139 4171.674 4141.497 4187.457 4261.119 4211.818 4251.495 4207.851 4225.377 4141.017 4224.175 4235.169 4194.797 4233.545 4250.192 4155.394 4203.112 4204.696 4227.29 4127.399 4183.321 4188.766 4200.218 4168.818 4218.088 4302.361 4177.138 5118.099 5882.276 6383.401 6586.401 6824.67 6940.772 7152.652 7185.835 7157.114 7284.229 7304.724 7309.406 7386.362 7382.589 7423.03 7360.751 7366.34 7366.648 7416.878 7216.424 7217.988 7048.514 7154.552 7046.831 6843.276 6673.29 6868.856 6927.866 7200.246 8418.213 10045.61 12476.06 15316.46 18057.2 26108.35 37503.62 45366.93 54585.65 78197.33 102994.3 110713.4 96053.51 88314.7 86377.21 85729.42 85601.39 89781.89 92727.65 97453.2 104543.1 116574.4 124197.7 115935.3 103060.8 97687.15 0.938733 
NA 9579.21 7862.132 6343.112 5444.974 5071.989 4760.953 4476.325 4412.422 4266.243 4230.289 4171.319 4189.731 4255.563 4200.882 4207.839 4233.242 4194.477 4230.087 4206.168 4145.408 4186.173 4192.176 4178.225 4170.499 4227.508 4166.357 4249.184 4221.355 4220.843 4164.862 4333.859 4201.541 4199.12 4194.617 4143.666 4211.016 4259.683 4180.397 4252.571 4108.009 5122.427 5812.456 6260.134 6577.206 6979.891 7044.348 7071.337 7185.237 7303.217 7271.901 7291.942 7343.524 7266.997 7405.068 7514.953 7374.496 7345.734 7406.686 7329.817 7305.959 7138.945 7126.282 7052.075 7028.975 6922.347 6536.945 6907.35 6967.856 7246.039 8366.49 10085.25 12500.32 15300.26 18026.92 25981.49 37126.93 45819.38 54256.68 77384.66 102622.5 110824.7 95280.56 89181.01 86149.57 85963.51 85374.89 89289.8 92923.79 98251.91 103460.2 115831.6 124444.9 116504.8 102098.4 97088.62 0.9431797 
NA 9712.396 7755.137 6390.168 5517.345 5064.003 4697.493 4453.284 4380.433 4259.843 4218.783 4258.286 4267.686 4217.983 4253.663 4257.659 4154.029 4176.514 4216.821 4197.324 4190.705 4185.185 4227.811 4181.893 4178.64 4187.383 4184.126 4248.083 4141.419 4188.724 4151.956 4242.375 4248.348 4215.2 4208.993 4141.091 4258.83 4166.615 4260.802 4165.783 4216.611 5109.421 5791.006 6346.474 6628.759 6977.793 6960.919 7043.873 7197.7 7225.574 7184.401 7260.001 7351.525 7356.554 7481.737 7381.049 7443.206 7314.537 7329.708 7314.055 7272.813 7211.008 7175.477 7069.609 7022.425 6923.964 6665.655 6823.127 6934.473 7218.155 8384.185 10065.82 12490.13 15394.86 17842.63 26088.36 37213.38 45793.21 54455.66 78095.96 102190.3 111339.8 95795.11 88849.56 86355.27 85178 85320.9 89804.82 92635.94 97635.11 104500.4 116833.2 123780 116252.9 102473.9 97396.21 112883.7 
NA 9825.693 7770.688 6348.442 5619.854 5030.274 4649.78 4574.033 4360.935 4228.685 4221.159 4278.374 4274.732 4191.164 4151.999 4175.918 4223.452 4193.35 4217.416 4182.813 4178.258 4194.746 4207.021 4207.018 4220.204 4271.131 4191.243 4140.56 4226.113 4218.784 4178.697 4215.025 4179.101 4156.423 4259.127 4139.082 4222.092 4128.29 4169.542 4202.459 4259.304 5093.488 5866.95 6318.479 6743.946 6795.839 6969.212 7118.657 7181.195 7136.053 7366.434 7253.969 7355.227 7395.145 7498.852 7320.113 7400.916 7425.371 7235.63 7340.855 7282.81 7244.719 7142.846 7034.294 6993.24 6944.927 6654.185 6819.554 6909.976 7260.555 8397.86 10100.19 12482.8 15460.61 17857.92 25989.34 37040.24 45676.14 54722.01 78064.65 102524.2 110266.7 96444.06 88452.3 86187.59 85918.86 86024.01 89531.49 93075.77 97482.59 103834.2 115988.8 124376.9 116367.1 102819.6 96619.77 0.9437991 
NA 9699.251 7796.031 6296.591 5580.342 5019.1 4701.657 4388.604 4342.556 4297.963 4274.948 4225.172 4227.935 4210.325 4211.035 4256.448 4180.649 4235.031 4223.437 4172.302 4141.418 4239.053 4192.559 4212.122 4211.235 4188.431 4212.321 4198.385 4239.966 4112.591 4227.456 4163.599 4186.94 4212.242 4197.47 4134.79 4201.662 4193.057 4210.603 4244.576 4182.405 5103.83 5893.165 6338.492 6652.257 6847.678 6969.024 7087.785 7187.767 7160.73 7278.655 7314.143 7274.75 7296.55 7441.19 7315.074 7399.616 7401.789 7432.753 7177.643 7338.058 7223.324 7148.98 7090.139 6981.537 6926.196 6620.285 6863.563 6957.512 7169.562 8463.813 10111.09 12550.71 15395.73 17920.97 26075.42 37135.12 45613.31 54432.06 78161.54 103320.4 110013.6 96019.58 88565.27 86185.07 86299.88 85649.38 89191.06 92670.64 98008.67 103721.2 117340.8 123957 116210.2 101947.4 97288.49 0.9434943 
NA 9723.59 7703.213 6383.605 5522.158 4972.932 4735.82 4499.476 4399.55 4306.043 4217.627 4309.906 4239.175 4238.967 4111.497 4182.178 4151.155 4221.46 4210.466 4167.637 4226.823 4197.595 4182.001 4200.083 4261.725 4187.775 4241.164 4258.271 4174.636 4160.275 4154.406 4210.686 4249.972 4137.077 4224.508 4225.939 4163.115 4217.765 4178.503 4194.26 4221.736 5110.021 5804.659 6403.037 6747.32 6821.266 6954.054 7069.422 7253.702 7223.249 7199.764 7300.28 7285.434 7361.394 7392.438 7499.781 7349.426 7427.53 7446.403 7265.198 7205.223 7309.428 7081.12 7013.382 7085.326 6902.75 6633.122 6838.189 6981.964 7170.662 8410.792 10041.12 12544.68 15400.84 17815.9 26038.16 37370.15 45534.91 54685.69 77927.87 102752.6 111560.4 95756.51 88374.59 86745.93 86281.9 84982 89527.68 92864.41 97609.76 103992.6 116816.2 123696 116113.6 102530.7 97517.03 NA 
