#True quantities 
# 
#recruitment 
NA 30598.02 30597.08 30590.27 30599.95 30626.82 30566.74 30671.32 30587.77 30596.26 30667.26 30650.1 30606.55 30672.1 30600.28 30661.41 30642.5 30636.07 30578.3 30632.21 30607.5 30612.48 30597.96 30663.81 30649.96 30599.58 30617.08 30606.57 30607.61 30642.92 30614.73 30614.99 30589.37 30627.75 30631.62 30652.24 30628.54 30645.43 30621.75 30622.45 30632.7 30644.85 30665.41 30653.8 30646.49 30608.14 30606.41 30617.08 30650.26 30627.41 30627.95 30587.47 30585.04 30610.11 30591.69 30587.22 30566.52 30590.49 30560.07 30555.14 30591.01 30569.68 30634.09 30544.45 30603.52 30511.13 30593.59 30559.62 30670.8 30555.98 30572.47 44659.66 63327.72 94502.42 101348.7 72808.26 150175.5 221071.6 349826.4 347427.6 584113.7 693863.4 976667.9 849979.2 658972.2 749630.8 756536.3 791377.4 783512.7 905981.1 969317.2 1074183 1189086 1373436 1455994 1391661 1365044 1443718 1441791 1440384 
NA 30622.6 30657.75 30659.46 30594.02 30585.75 30622.51 30663.5 30624.55 30656.91 30617.91 30619.23 30598.93 30602.51 30602.13 30603.92 30592.02 30646.18 30656.46 30617.66 30610.54 30660.73 30597.46 30617.15 30680.25 30655.36 30654.15 30627.29 30628.99 30669.43 30644.59 30627.3 30667.47 30579.57 30639.23 30620.2 30629.52 30608.03 30611.42 30626.91 30656.32 30624.3 30602.22 30630.58 30614 30621.29 30582.87 30563.84 30627.45 30633.29 30599.35 30541.85 30605.51 30546.23 30571.15 30592.42 30600.82 30590.48 30597.04 30609.94 30522.15 30564.35 30572.44 30613.3 30587.55 30614.31 30560.25 30586.42 30484.5 30551.49 30583.2 44741 63204.11 94578.13 101654.8 72941.27 150342.6 220929.9 349838.3 347569.7 583727.7 695492.8 974512.4 851878.3 657524 749213.1 757956.4 792845 786633.7 904744.2 968481.3 1074745 1188364 1375896 1456669 1394891 1362085 1443853 1441151 1442586 
NA 30678 30636.38 30614.32 30663.55 30666.18 30638.59 30622.09 30574.12 30654.76 30659 30605.52 30646.82 30678.97 30608.31 30612.25 30655.73 30617.64 30642.48 30638.61 30636.86 30655.74 30615.57 30588.68 30668.95 30636.26 30637 30581.05 30646.14 30616.21 30543.57 30634.37 30657.53 30692.65 30606.76 30678.04 30616.32 30563.24 30625.21 30624.88 30651.32 30634.93 30573.21 30657.3 30613.88 30571 30580.73 30642.96 30604.43 30593.52 30581.18 30612.45 30540.89 30555.17 30595.52 30650.49 30646.35 30601.41 30581.2 30542.54 30533.96 30639.51 30563.56 30588.8 30627.49 30605.34 30580.62 30513.5 30578.36 30571.13 30485.39 44775.26 63315.65 94509.96 101689.3 72955.37 150474.6 221019.2 349329.3 347603.7 584018.3 695679.6 976324.1 852132.3 659062.2 749312.2 754621.4 791254.7 783012 904506 968475.3 1075928 1193805 1373403 1456416 1391433 1363830 1442098 1442735 1445115 
NA 30663.89 30612.33 30672.01 30615.1 30617.55 30636.65 30601.65 30602.92 30625.96 30578.1 30600.53 30625.05 30619.67 30656.27 30636.54 30617.87 30619.93 30628.71 30674.76 30628.11 30651.72 30672.62 30660.68 30623.26 30590.3 30658.9 30703.4 30640.07 30621.19 30604.29 30653.46 30591.41 30590.6 30617.23 30613.71 30662.26 30631.66 30632.64 30628.78 30607 30645.3 30627.59 30602.21 30693.2 30639.37 30688.53 30648.12 30601.78 30604.54 30644.38 30618.92 30593.34 30602.41 30558.02 30597.93 30611.59 30596.72 30612.77 30593.21 30521.31 30570.09 30627 30564.33 30589.99 30522.73 30562.63 30553.63 30563.79 30531.56 30537.54 44718.82 63346.73 94493.77 101570.2 73033.13 150373 220963.7 348984.1 348083.7 582527.1 695334 976430.8 853391.7 658797.8 749414.6 755874.7 792499.8 783243.2 905624.5 969283.1 1074277 1190684 1373815 1458051 1395219 1363293 1443162 1441922 1446460 
NA 30619.16 30659.22 30623.56 30603.66 30647.95 30658.88 30634.6 30594.83 30613.41 30593.38 30608.89 30642.32 30610.54 30663.61 30611.52 30655.16 30655.24 30631.37 30637.1 30607.26 30638.22 30609.15 30667.83 30573.88 30608.52 30594.77 30560.72 30590.89 30590.2 30623.76 30618.53 30644.1 30573.04 30617.34 30655.55 30639.28 30636.56 30647.29 30608.7 30610.2 30668.33 30638.54 30684.3 30629.44 30667.55 30637.81 30580.39 30596.69 30592 30611.61 30613.98 30638.22 30562.23 30615.7 30561.94 30604.96 30592.4 30552.68 30644.84 30600.02 30551.31 30587.94 30523.09 30522.05 30510.66 30551.72 30568.06 30569.42 30498.83 30516.85 44757.58 63447.32 94611.49 101494.9 73034.52 150396 220891.5 349238.5 346985.8 582702.6 696175.5 976159.1 851059.8 658845.6 748706.6 756148.7 793701.8 784700.4 905668.6 968963 1075176 1189334 1373880 1455357 1391465 1363972 1445184 1443238 1443086 
NA 30610.77 30620.45 30618.95 30616.24 30617.02 30604.64 30676.08 30547.03 30581.35 30598.6 30668.5 30657.45 30644.63 30647.28 30661.83 30564.16 30614.43 30634.09 30579.45 30606.08 30619.17 30544.33 30635.5 30566.25 30617.9 30595.41 30590.3 30649.32 30635.48 30601.41 30635.34 30634.59 30610.14 30603.08 30593.25 30583.7 30632.17 30629.2 30628.61 30588.88 30644.28 30664.25 30619.61 30651.02 30614.56 30596.23 30635 30676.23 30602.15 30623.15 30573.66 30655.72 30588.21 30603.05 30531.82 30608.54 30576.93 30557.53 30597.37 30555.38 30585.97 30586.35 30608.06 30553.65 30571.44 30641.08 30529.42 30570.63 30585.9 30565.73 44763.08 63293.87 94547.83 101522.8 73019.76 150274.5 221247 349526.8 347736 582884.8 694725.9 974355.5 851069.1 659368.8 749298.5 755892.4 794366.1 783617.6 905127.5 967350.1 1076682 1191471 1372961 1457584 1389782 1363696 1440266 1443457 1443032 
NA 30641.26 30605.65 30661.09 30621.36 30667.37 30568.72 30583.79 30597.08 30615.27 30614.8 30630.48 30614.12 30699.48 30602.39 30651.22 30623.06 30592.31 30671.07 30642.11 30621.48 30630.27 30652.07 30636.97 30657.47 30630.76 30625.7 30632.92 30629.2 30696.15 30625.69 30610.35 30613.49 30609.46 30632.4 30598.93 30623.71 30678.46 30658.52 30622.03 30669.55 30629.69 30599.28 30621.95 30677.98 30637.49 30645.8 30635.38 30622.32 30557.33 30585.22 30579.3 30585.13 30552.91 30612.77 30624.98 30596.58 30588.62 30588.15 30569.6 30566.42 30589.47 30590.48 30565.61 30614 30557.23 30559.45 30578.96 30574.81 30532.92 30608.9 44669.98 63402.06 94569.56 101591.5 73034.09 150205.7 221142.8 349280 347444.5 583063.8 695563.5 976365.8 852976.1 659812.2 749348.1 756899.9 793296.3 783867.1 904526 966834.9 1076584 1187042 1373572 1458231 1390331 1362564 1441673 1441845 1441124 
NA 30608.88 30654.8 30615.07 30705.75 30635.89 30636.9 30593.9 30626.53 30639.36 30567.27 30609.04 30571.98 30617.41 30697.65 30574.15 30659.78 30601.84 30651.42 30680.67 30629.91 30556.62 30678.67 30632.79 30548.96 30607.4 30696.49 30624.98 30627.16 30604.14 30655.93 30611.45 30601.02 30643.39 30644.12 30659.99 30668.9 30662.97 30623.84 30619.95 30566.86 30608.7 30610.84 30685.68 30625.47 30638.89 30639.1 30635.92 30628.65 30563.34 30585.38 30573.51 30679.73 30615.26 30642.01 30591.63 30592.94 30588.09 30636.23 30596.88 30561.17 30612.37 30581.47 30581.3 30560.03 30562.76 30562.41 30518.24 30581.95 30597.54 30528.14 44635.55 63303.97 94437.37 101443.4 73045.08 150666.1 220821.8 349651.1 347524.3 582572 695133.6 976948.1 852991.1 658637.9 749055.3 755047.8 792557.2 785963.4 904503 968333.1 1073380 1190448 1374074 1453887 1392963 1364097 1442799 1442007 1444225 
NA 30646.1 30602.81 30625.12 30671.84 30588.2 30605.08 30630.42 30610.81 30623.05 30647.03 30638.81 30589.43 30670.03 30641.35 30598.93 30650.4 30622.65 30679.3 30622.99 30670.92 30603.4 30616.37 30622.55 30640.8 30627.6 30621.47 30588.47 30596.06 30638.25 30629.95 30668.76 30619.48 30627.13 30663.01 30601.45 30620.85 30685.27 30621.86 30657.44 30650.57 30639.55 30601.85 30615.95 30644.52 30602.31 30638.54 30617.55 30644.12 30601.08 30576.97 30564.43 30550.16 30651.05 30601.18 30585.74 30638.36 30588.14 30617.83 30600.08 30530.06 30606.01 30603.1 30572 30556.23 30559.43 30568.55 30571.27 30524.3 30583.48 30563.22 44683.34 63399.31 94411.63 101616.2 73026.45 150114.2 221421.5 349684.6 347866.7 583684 695223.7 976057.1 852191 658856.5 749833.1 755588.3 794038.3 783707 905188.7 969191.2 1074600 1191637 1373177 1455501 1393884 1363461 1442437 1443072 1444429 
NA 30626.41 30646.54 30627.86 30561.19 30604.22 30663.89 30657.16 30627.42 30613.08 30596.04 30641.02 30670.28 30593.66 30630.98 30620.05 30561.26 30592.86 30608.78 30602.4 30647.46 30578.99 30627.71 30632.11 30670.02 30581.12 30605.51 30638.63 30668.82 30619.27 30625 30667.25 30596.54 30671.71 30625.21 30675.96 30626.53 30653.26 30665.64 30601.21 30618.49 30625 30615.59 30587.96 30583.86 30675.51 30629.64 30576.39 30617.81 30599.66 30649.62 30570.9 30616.35 30624.82 30586.55 30570.4 30583.41 30625.4 30605.17 30580 30627.15 30546.17 30585.25 30608.39 30573.13 30575.23 30587.98 30621.04 30533.57 30561.97 30612.58 44686.37 63307.64 94557.59 101671.9 72878.96 150161.1 220694.7 349310.4 347674.4 583859.2 694881.1 977179.1 850812.7 657885.1 749921.4 756894.6 792866.3 784536.4 903739.4 966853.3 1075279 1192602 1375180 1457992 1391722 1363481 1443988 1443018 1445193 
