#True quantities 
# 
#recruitment 
NA 39695.65 39636.83 39636.84 39677.68 39642.81 39583.62 39634.41 39614.19 39635.35 39658.56 39632.42 39646.5 39666.8 39579.53 39637.28 39672.12 39634.65 39712.59 39667.47 39667.68 39629.56 39579.46 39603.48 39666.78 39702.06 39651.32 39586.01 39665.39 39634.39 39628.2 39597.65 39664.21 39641.39 39672.59 39703.44 39631.18 39675.92 39568.87 39699.92 39639.48 39625.44 39667.01 39653.16 39606.99 39651.13 39610.6 39688.08 39697 39699.19 39648.76 39574.82 39638.82 39642.98 39674.58 39673.43 39664.68 39617.76 39684.23 39594.07 39612.83 39635.78 39657.92 39681.97 39684.53 39687.78 39528.77 39649.5 39591.03 60482.52 53918.41 80297.28 99715.92 95760.1 134244.4 211766.6 283676.6 326647.9 352858.2 706102 763309.9 613378.9 456350.7 629653.7 578385.6 625223.9 627697.6 748577.7 784605 898496.5 1009512 1186525 1355256 1145663 1089536 1104332 1089184 1087870 
NA 39630.97 39717.17 39744.69 39636.51 39690.64 39664.46 39663.03 39605.67 39632.71 39658.39 39647.39 39703.99 39566 39614.57 39608.84 39574.71 39641.41 39681.82 39710.54 39661.58 39604.5 39650.31 39598.67 39637.11 39612.83 39617.05 39682.64 39644.73 39714.64 39618.09 39630.89 39609.75 39693.3 39617.24 39632.26 39662.27 39663.86 39613.85 39596.03 39661.81 39636.69 39615.33 39614.71 39671.7 39571.91 39677.08 39677.24 39580.68 39650.14 39638.84 39664.02 39615.18 39601.13 39616.12 39662.19 39590.43 39643.13 39596.05 39626.36 39635.66 39580.85 39661.42 39643.52 39678.58 39611.91 39599.56 39576.24 39597.7 60468.95 53986.93 80411.24 99652.5 95731.74 133995.5 211913.1 284337.7 326841.4 353057.3 706009.9 766036.6 614992.8 456663.5 628492.3 577957.2 624125.5 626645 747739.5 784808.8 899558.6 1008468 1186997 1357565 1145117 1089843 1102438 1090573 1089604 
NA 39652.43 39649.76 39709.62 39661.49 39659.71 39649.62 39636.17 39647.8 39661.9 39672.27 39606.18 39595.61 39667.17 39672.64 39657.41 39657.41 39680.11 39621.08 39669.74 39645.96 39581.82 39679.91 39578.37 39659.82 39632.38 39656.79 39577.27 39723.1 39646.91 39687.99 39615.75 39603.23 39641.96 39680.65 39703.36 39626.82 39631.32 39609.2 39637.25 39675.16 39559.14 39685.84 39604.93 39574.97 39760.8 39609.05 39526.89 39599.25 39671.45 39626 39648.89 39558.27 39589.75 39666.76 39678.01 39537.98 39677.91 39577.1 39654.28 39667.39 39579.57 39595.31 39610.79 39672.97 39579.1 39612.1 39633.1 39671.26 60522.64 53828.82 80263.78 99611.94 95844.1 134062.6 212098.4 283644.5 327030.4 352182.9 705967.8 764723.3 615377 457516.4 629517.9 578359.9 624280.2 626195.9 748312.8 784253 899736.1 1008703 1186311 1357418 1146028 1089469 1105312 1089404 1089674 
NA 39675.9 39639.35 39725.78 39645.28 39580.01 39668.48 39638.25 39640.64 39671.92 39621.08 39626.56 39649.5 39633.55 39648.15 39704.86 39667.78 39636.57 39641.44 39635.66 39592.03 39640.16 39565.58 39645.11 39581.28 39601.93 39553.84 39657.63 39596.64 39703.11 39604.32 39578.63 39637.93 39641.9 39611.21 39612.44 39642.58 39571.06 39694.69 39595.04 39628.78 39621.52 39660.99 39614.07 39656.31 39648.85 39646.19 39647.27 39629.8 39792.76 39571.15 39643.52 39633.35 39604.83 39598.52 39697.32 39627.04 39580.88 39658.81 39683.04 39631.8 39636.53 39637.11 39587.13 39651.53 39584.24 39614.58 39647.57 39618.39 60448.46 53937.09 80398.83 99684.68 95635.48 134362.5 212024.8 284059.9 327389.2 352234.7 705827.5 766557.5 614371.2 456847.7 629812.4 576802.5 624522.3 626099.6 749080 785148.5 900593.6 1008939 1184176 1355565 1145266 1088438 1106563 1090039 1089692 
NA 39651.58 39575.03 39568.64 39627.69 39657.42 39713.45 39657.67 39682.89 39673.27 39646.46 39674.33 39634.15 39680.71 39688.71 39742.97 39651.43 39647.84 39623.37 39652.58 39588.2 39618.75 39611.53 39602.79 39646.72 39578.71 39598.48 39659.28 39660.67 39578.29 39647.12 39666.73 39688.79 39572.31 39643.48 39609.3 39546.22 39620.33 39657.04 39615.49 39613.06 39629.46 39638.89 39642 39577.99 39655.35 39567.57 39633.5 39665.47 39662.36 39525.25 39635.07 39622.32 39568.05 39615.64 39615.15 39587.09 39615.05 39634.34 39662.5 39600.09 39683.82 39551.11 39619.4 39587.58 39624.31 39578.93 39592.58 39637.64 60477.83 53966.72 80383.58 99696.04 95919.1 134186.3 212303 284461.9 326888.2 352836.4 705623.1 763535.6 614213.2 456886.7 629938.4 578073.1 623386.8 626347.2 747376.6 785250.8 900217 1009351 1188530 1357387 1145956 1089964 1103443 1088835 1089600 
NA 39604.38 39649.55 39661.42 39626.88 39707.09 39608.22 39622.1 39649.64 39601.38 39693.66 39501.94 39653.36 39673.15 39726.98 39639.3 39680.44 39645.5 39651.71 39612.05 39664.13 39563.42 39657.09 39589.41 39682.57 39655.42 39656.31 39585.21 39624.93 39632.3 39606.64 39612.36 39664.23 39563.58 39653.73 39656.9 39587.98 39684.36 39666.06 39619.92 39640.52 39645.96 39619.05 39598.91 39627.13 39670.75 39715.34 39648.31 39647.82 39538.53 39659.33 39648.59 39617.2 39641.19 39616.12 39627.66 39670 39617.49 39634.31 39575.1 39632.83 39659.87 39601.91 39611.28 39670.96 39624.38 39610.41 39663.23 39652.37 60525.02 53922.63 80352.41 99711.14 95794.85 134375.2 211956.8 283976.3 326865.4 352563.2 706166.5 765051.2 615026.9 456531.7 629149.8 577890.7 624323 626797.5 748191.2 785279.3 899178.3 1008350 1189152 1355008 1147254 1088330 1104159 1089206 1088971 
NA 39625.19 39723.65 39680.96 39709.48 39661.88 39706.69 39522.58 39586.53 39604.69 39660.98 39627.99 39698.03 39667.34 39630.06 39577.06 39639.84 39506 39594.56 39651.78 39622.72 39612.09 39620.98 39668.77 39655.88 39620.96 39670.88 39632.95 39666.41 39671.45 39596.11 39604.69 39599.59 39682.94 39630.85 39740.37 39665.78 39668.1 39603.71 39573.85 39615.95 39591.56 39639.53 39617.1 39643.51 39631.82 39654.89 39637.51 39620.68 39656.01 39650.63 39703.2 39610.96 39592.19 39599.64 39610.47 39703.21 39577.92 39638.92 39636.57 39590.95 39595.41 39571.25 39600.94 39620 39683.22 39675.75 39645.5 39609.83 60419.78 53919.25 80414.94 99621.39 95780.78 134258.4 212035.5 284222.5 326971.8 352192.8 707399.3 765277.2 613481.6 457783.2 629241.9 577730.9 625298.4 626453.9 747882.2 785715.7 899947.5 1009615 1186166 1355738 1144448 1090791 1104488 1088658 1089944 
NA 39619.01 39696.65 39679.67 39668.92 39654.95 39646.87 39657.23 39611.03 39608.38 39567.6 39587.52 39618.11 39643.41 39634.19 39605.4 39621.08 39608.01 39647.28 39572.85 39612.01 39673.77 39655.98 39554.36 39729.1 39661.06 39548.25 39607.8 39701.03 39647.7 39687.51 39643.56 39613 39631.72 39643.39 39737.37 39660.4 39611.4 39585.04 39572.19 39642.54 39679.15 39644.56 39596.09 39674.89 39637.55 39609.52 39695.51 39708.39 39652.88 39673.61 39618.65 39553.77 39628.47 39630.02 39629.06 39600.66 39654.56 39574.89 39618.94 39622.9 39625.15 39617.89 39646.9 39632.27 39634.1 39625.56 39671.73 39688.4 60465.3 53973.17 80383.32 99807.16 95717.08 133992 211676.9 283602.4 327000.9 352687.2 704947.6 763863.6 613734.4 456992.5 630222.3 577734.2 623224.5 625509.8 748318.2 783615.8 899986.4 1008723 1189589 1356259 1144625 1091785 1105056 1089060 1088314 
NA 39733.08 39641.21 39674.18 39631.21 39595.35 39636.39 39611.2 39666.32 39638.04 39684.18 39612.18 39658.86 39661.73 39613.71 39708.14 39678.74 39668.24 39639.35 39628.68 39555.76 39608.89 39625.64 39599.67 39612.86 39660.79 39698.11 39680.09 39550.15 39569.71 39688.94 39698.28 39649.68 39688.94 39683.39 39604.27 39738.95 39630.65 39739.82 39660.97 39660.48 39679.84 39674.93 39609.02 39650.69 39685.14 39664.8 39719.88 39642.32 39615.41 39671.98 39658.19 39655.4 39666.73 39656.39 39683.04 39589.72 39600.43 39634.08 39619.67 39671.99 39668.1 39584.37 39641.58 39615.82 39520.14 39606.17 39631.73 39633.58 60436.48 53950.24 80373.93 99722.07 95767.5 134336.6 212196.3 283850.3 327093.6 352981.1 704904.5 763679.8 615229.4 456985.4 629940.6 577752 624168.5 626183.9 748698 785354.7 899024.6 1006813 1186243 1355991 1143420 1088050 1106979 1089273 1087965 
NA 39696.91 39642.74 39654.29 39700.47 39650.7 39602.03 39618.53 39544.33 39649.13 39602.35 39602.39 39628.68 39684.53 39631.38 39583.12 39650.54 39597.81 39591.37 39589.64 39639.92 39609.16 39683.39 39709.53 39649.3 39645.68 39629.93 39644.31 39637.55 39608.9 39693.73 39621.19 39693.9 39643.39 39682.97 39696.88 39599.42 39575.13 39596.65 39617.88 39677.94 39678.51 39680.42 39623.7 39567.43 39657.65 39657.11 39640.33 39638.29 39672.14 39644.61 39630.9 39662.81 39582.11 39619.83 39582.77 39588.55 39615.04 39639.94 39605 39605.8 39635.41 39598.39 39609.75 39624.09 39660.74 39610.34 39646.57 39607.78 60515.95 53969.81 80302.44 99757.61 95984.82 134324.9 211772.7 283971.4 327463.3 352418.4 705304.8 765471.3 614197.7 457289 629510.8 577324.8 625311.4 626052.9 747566.2 784028.3 900645.4 1007064 1188285 1360317 1142471 1089044 1104344 1090221 1088649 
