#True quantities 
# 
#recruitment 
NA 32858.69 33347.14 28271.74 33007.22 28805.58 29601.76 28191.62 31823.18 32009.22 29149.08 32287.51 28036.67 28585.1 30936.88 30542.15 30922.63 26278.4 31017.32 30188.19 29276.84 29883.05 25249.3 34750.01 31564.1 31238.34 29116.81 29859.07 27920.74 31088.01 29713.79 26772.52 25759.39 30015.6 27724.53 27711.76 25129.99 25544.66 28168.97 29250.26 27781.12 24696.8 25115.64 27955.22 29218.79 25856.35 29242.04 25904.35 28492.29 26146.83 27957.39 27025.68 25934.42 29026.75 26090.2 29524.23 26382.55 29360.69 29955.66 26755.09 28402.27 25621.59 31564.41 26531.59 28844.74 26301.97 29226.27 24328.69 26390.43 22892.69 24686.4 24630.95 8905.128 25682.01 36320.75 54172.18 82157.51 125839.2 220941.3 293968.1 375861.9 620874.9 827977.1 1222134 965690.8 1132261 1205590 1235215 1349842 1178807 1318811 1533160 1705341 2106712 2439093 2923209 2270444 3112871 2793145 1881182 1918963 
NA 32646.88 33171.81 32934.7 31121.2 34757.84 31928.18 31653.78 28137.93 31756.91 29244.49 31950.55 27892.15 31060.22 28454.81 29509.63 28047.49 28768.55 32075.34 29840.69 26728.75 30501.72 32446.03 30064.29 25915.66 28484.11 28621.6 29337.84 27765.15 34465.7 27080.58 27849.66 28810.01 30444.24 26299.43 26760.6 28504.48 32321.02 26228.59 30646.23 30090.45 29643.93 29088.12 30016.5 27096.21 32790.25 31424.25 28847.52 28058.05 24935.97 27650.48 29207.17 29263.89 29436.37 27713.27 28649.24 27874.07 31000.25 30034.83 27556.06 28497.52 25759.17 26485.03 26801.7 26900.65 26383.93 28520.42 29021.09 27593.42 29151.43 26291.55 29574.06 9219.888 30113.56 37189.33 79506.3 90997.46 162508.4 242915 319427.8 398816.7 610523.5 863388.3 1223526 681797.7 922391.9 1021590 1266598 1202189 1108142 1321806 1471777 1661185 1961656 2645416 2989778 2541184 3036396 3050577 1850289 1884099 
NA 36528.17 32993.23 34878.35 31951.31 32318.33 31095.31 31415.82 29322.51 32295.09 27418.77 31068.1 30489.1 31126.5 27366.79 24967.1 30058.96 31157.23 26129.23 27652.31 28106.81 29803.32 27326.39 29587.07 28613.29 26472.08 26794.86 32651.62 29467.86 28701.1 28047.03 31061.69 27647.15 30476.32 28589.03 29156.79 31413.64 26948.01 28275.44 29977.12 28017.64 28785.13 27263.66 31736.21 29725.99 31840.1 30027.78 31742.13 23351.79 26482.42 28990.99 30279.15 29336.25 27415.33 30690.94 30633.73 27165.2 29387.35 26442.27 27646.75 25468.09 26037.39 28984.14 24594.55 27693.5 24019.9 24458.49 25345.28 25774.44 28381.26 28584 29814.33 7979.542 26625.24 30849.7 61319.87 87317.19 127631.7 220576.2 281336.8 401516.7 557175.9 719291.5 1210328 901322.8 1073098 924991.3 1382121 1197644 1241181 1688200 1343321 1711468 2256133 2287090 3008350 2109228 3326660 2870701 2028538 1652714 
NA 30969.12 32068.12 29268.89 34022.13 31083.05 32843.06 30992.67 27541.3 31919.92 31742.2 25754.24 28142.77 26190.41 29756.43 28966.25 27555.68 30177.18 28061.7 24431.84 27780.89 27498.38 28086.6 29108.43 30627.52 30947.25 29591.88 28750.32 29230.17 32700.11 28336.39 29108.32 29044.4 29431.54 26626.06 26348.79 27343.07 25955.19 29879.31 29372.98 27033.38 26980.37 26526.01 29719.38 28964.25 27287.08 30018.05 28746.2 31121.34 28486.07 30071.34 34222.69 27387.51 28185.55 25123.5 30029.91 30158.03 28681.71 27361.35 22920.46 27632.13 27856.57 24346.17 27106.61 23427.41 26929.54 27812.05 23880.68 27378.96 27808.22 25051.01 26246.66 8305.675 32083.38 33058.36 64472.21 76660.36 144901.9 191182.2 306427.6 354242 638515 752169.4 1166376 807518.7 1126552 1093203 1102558 1282115 1141843 1348495 1496785 1898236 2218493 2852126 3120698 2257263 3290962 3015321 1976202 1758942 
NA 33278.02 31128.32 30522.34 32786.15 31297.5 29022.27 29744.45 31931.44 28725.72 30523.26 27317.35 29704.08 32766.21 30210.94 29563.5 30240.95 30775.26 26663.89 28770.36 27239.39 30030.97 26997.27 28314.33 29120.35 27271.39 29287.96 29853.68 26594.34 26474.69 29081.61 30088.35 29004.68 25504.24 28010.52 25350.05 26287.3 31445.16 26420.47 27782.9 28897.21 28133.57 31603.9 28333.69 30746.96 29740.12 31584.05 29053.28 27996.97 27755.97 28698.16 26968.36 25275.77 26867.86 28924.01 26724.82 25924.72 28224.68 28271.57 26178.03 27568.44 29140.15 25813.63 28898.9 32057.53 26233.84 26684.14 26589.24 28722.42 25705.95 24071.54 26381.71 7970.112 25177.35 28567.14 61053.24 75084.63 127147.5 165124.4 290307.7 338990.7 603890.2 862694.3 1304709 873138.7 1097120 1057475 1069550 1133729 1197713 1474615 1507914 1471422 2249297 2331305 2921012 2260720 2949966 2897150 1774653 1990232 
NA 33765.92 35147.54 30446.61 30063.25 30721.98 30828.37 32962.78 29105.15 27612.46 29449.87 30947.54 29969.75 26735.16 29555.54 27113.03 29790.57 26848.59 28207.71 30075.98 32748.35 27760.34 26124.77 25960.74 31184.16 30725.36 28154.6 29426.12 30374.92 33069.42 29701.49 28290.95 29984.25 29545.43 32611.87 29860.62 29199.87 32546.24 27103.61 33009.38 29005.29 31674.14 31742.48 26914.29 27105.19 28824.52 28809.76 28878.27 27350.83 31156.17 28279.07 28166.81 31283.71 29431.05 27609.74 24043.05 23531.08 28607.44 24995.1 27134.02 27290.22 27354.89 28282.09 26645.74 24700.77 28657.56 28306.39 26171.83 26703.78 26932.94 25208.79 27739.68 8765.652 29109.21 33886.47 66689.29 91949.84 151853.1 195903.6 343480.9 401748.4 727349.5 818564.6 1337716 878745.4 901627.6 1053990 1064670 1187713 1009117 1272067 1401553 1951156 2077012 2744081 3058085 2678635 3791180 2908617 1825357 1776591 
NA 32496.19 31843.74 27662.2 32401.03 28674.38 31091.73 29508.47 29707.9 28916.32 27308.78 28543.68 31857.64 28184.47 33640.27 27169.13 31565.94 28130.04 29490.72 26377.77 31844.82 26087.27 28827.71 29132.31 30811.03 25362.85 31094.68 31319.58 29438.66 29265.57 31447.79 33256.2 28539.49 32779.95 27450.32 32035.5 30535.49 29640.74 28818.2 28541.39 26394.2 22496.01 27722.55 30387.19 26524.7 24871.81 27280.08 27842.78 27704.21 26309.94 24897.14 29744 30028.82 26263.83 27052.86 28547.6 26210.03 26231.88 28474.59 30197.25 26500.95 28220.78 25934.04 29619.39 25291.12 25477.68 28125.28 27749.04 22510.4 23235.04 25016.14 24633.49 9368.984 28138.35 36497.98 69846.1 86812.65 132593.7 198092 310192.7 405787 586495.4 771208.6 1166034 912163 1014147 1025816 1232948 1130641 1142269 1401456 1340495 1688942 2205613 2695826 2788295 2164575 3156603 2640263 1923807 1915614 
NA 36415.51 33479.14 32232.61 28397.22 29147.99 29285.26 26957.13 33612.48 29059.51 28611.42 29581.47 26166.16 26792.64 25954.58 31069.5 26465.93 24726.03 27346.71 29695.25 28874.74 31315.87 31258.98 30244.35 30024.07 27243.86 30656.48 28184.24 34563.66 28989.43 29749.24 25597.08 28876.25 29900.45 25682.98 30589.48 30659.98 27619.36 28957.54 29718.32 25985.42 30329.11 31746.38 26874.87 27923.4 28663.5 31394.32 29728.95 30360.24 28735.27 29611.04 28696.91 25683.14 27189.3 28331.47 26982.74 27927.55 29724.23 26269.48 24632.26 27121.38 26392.44 28053.34 25667.66 26536.94 25873.48 24148.63 25162.96 25631.22 24010.37 25195.73 28761.96 9179.8 28798.61 34361.51 73067.33 93823.07 149199.7 214454 316416.6 436297.2 649195.1 729055.7 1306855 920558.2 1054474 1161078 1243800 1112783 1032051 1436331 1369463 1775633 1820205 2813023 2862410 2450658 3472845 3105615 2165376 1795959 
NA 31757.44 32892.47 30707.78 35131.26 30559.98 26468.49 29131.4 27987.22 32003.34 32429.52 28103.46 31258.17 27381.92 29252.54 27289.98 27563.29 29887.49 25665.06 32420.48 30135.35 29521.22 28382.25 29543.8 28350.22 32295.89 27993.72 28223.64 30545.75 28870.3 29921.08 29404.23 32066.99 29084.44 29805.7 29133.67 29403.21 32531.17 29120.18 28223.31 31239.26 29713.11 31150.89 29694.87 31318.51 30808.56 32709.62 26458.56 27795.48 33297.81 28240.55 32382.49 28187.3 25920.99 29941.84 26458.81 25963.43 29212.98 25785.49 30289 28259.81 26328.82 28015.04 25783.03 29253.14 31111.07 24787.13 26556.49 27853.45 25286.45 26971.83 28787.43 9039.812 31772.82 37339.49 71303.1 88991.16 145187.1 237617.5 303907.1 436375.6 590012.2 948624.3 1212158 882629.6 1044132 1032773 1127763 1274081 1102514 1530733 1571341 1704391 1951708 2547140 2940839 2447894 2968780 2643210 1736572 1927565 
NA 32960.53 34643.58 31400.54 32135.96 26721.76 29713.77 28189.05 29253.09 25062.64 28521.86 25776.46 30600.77 28378 29580.22 30619.66 29734.49 26405.19 27890.13 24713.07 29943.57 29204.4 28870.22 28095.18 30822.33 34569.86 27155.08 31046.93 28968.52 26291.72 30794.69 29471.25 25279.91 29452.59 26684.24 30325.07 27036.5 27090.74 28873.63 24837.96 28099.32 31181.16 27481.03 26966.17 29680.16 29793.35 28074.31 27665.82 30252.36 29705.18 25233.93 29276.03 28779.22 26826.35 29840.16 33553.09 28056.35 30102.88 28199.81 30999.34 27967.36 31740.84 29480.04 27888.87 28969.49 28580.86 25693.13 26199.64 27126.53 28337.79 26068.64 28214.06 7229.556 30268.62 40793.27 74669.18 102080.2 160872.9 274456.6 341068.8 441777 650943.5 945072.5 1350581 939520.4 1041917 885434.4 1199710 1189090 1249432 1437325 1476764 1672537 2041639 2785678 3448160 2641432 3601796 3072081 2070301 2040096 
NA 31508.7 31792.01 29644.46 28896.94 29525.26 27404.07 29641.84 28286.33 32979.82 32663.11 29409.86 28760.48 26398.09 30469.31 31272.4 29529.04 28679.4 28713.83 29515.67 30724.66 28894.35 31553.67 27467.16 26520.07 29036.79 24817.7 30370.31 28648.98 30019.16 27386.77 26875.17 29848.28 27818.24 28458.86 26716.13 29827.17 26199.09 28106.48 30952.49 28986.12 32951.72 28800.31 27115.49 28534.05 26146.02 28395.17 26733 28145.87 29458.44 27691 26734.02 26310.71 30629.66 24366.38 26600.38 28667.36 28630.45 25309.18 29990.89 28819.76 25063.68 25148.45 26557.2 24789.61 27201.69 26383.46 25065.8 26162.3 26338.06 28575.74 23502.72 8789.831 27603.47 40305.19 79753.05 91690.14 152100.7 192053.9 364019.5 356230.8 670677.6 793834.8 1394460 1055841 1031986 1044037 1307381 1277198 1146185 1641272 1783955 1780313 2240206 2859841 3147459 2528695 3045570 2927796 1964530 1980758 
NA 34931.31 33644.91 33692.54 32998.32 29184.74 28044.2 30615.33 30081.38 27777.1 28394.99 30909.9 31738.58 29462.31 26081.93 31062.99 29999.56 27935.43 25456.9 29669.45 32770.5 28827.27 30127.85 27747.74 29911.83 25418.13 29391.43 32409.6 29333.79 30142.6 30557.97 26842.85 28513.05 29419.35 29717.06 27288.93 28928.74 27848.14 26417.48 30944.22 31829.18 32214.5 31376.79 28287.05 30255.2 29099.77 32766.81 29947.49 30076.04 26066.91 29142.34 30411.52 32045.85 25956.73 31607.89 27471 32217.96 27656.21 27461.94 29610.08 29730.86 24162.52 28347.38 27508.31 25802.37 32343.73 30769.91 26327.91 27300.5 26419.13 24930 28154.03 8726.785 30561.92 42822.64 83885.61 120689.3 180761.3 250936.9 411828.8 463825.2 711866.8 834440.5 1244856 932741 1047434 1202437 1215936 1286035 1256199 1446174 1494784 1728872 2125488 2654784 2959182 2423999 2900123 3059882 1663106 1898742 
